"Location","repeats","SwabDate","SwabTime","口咽拭","鼻咽拭","SwabCount","DateTimeRound","HourNumber","AvgSwabCount","DurationHour","DurationDay","DurationDayNumber","Status","Sno","LocationEnglish","lon","lat","area"
"奧林匹克體育中心室內體育館",64,"2022-07-22","10:30",243,127,370,"2022/07/22 10:30:00",10.5,280.9516129032258,1.5,0.0625,1,"1.已完成","B21","Olympic Sports Centre - Stadium - Indoor Pavilion",113.5533585,22.1545266,"氹仔"
"奧林匹克體育中心室內體育館",64,"2022-07-22","11:00",207,113,320,"2022/07/22 11:00:00",11,280.9516129032258,2,0.08333333333333333,1,"1.已完成","B21","Olympic Sports Centre - Stadium - Indoor Pavilion",113.5533585,22.1545266,"氹仔"
"奧林匹克體育中心室內體育館",64,"2022-07-22","11:30",226,94,320,"2022/07/22 11:30:00",11.5,280.9516129032258,2.5,0.10416666666666666,1,"1.已完成","B21","Olympic Sports Centre - Stadium - Indoor Pavilion",113.5533585,22.1545266,"氹仔"
"奧林匹克體育中心室內體育館",64,"2022-07-22","12:00",239,81,320,"2022/07/22 12:00:00",12,280.9516129032258,3,0.125,1,"1.已完成","B21","Olympic Sports Centre - Stadium - Indoor Pavilion",113.5533585,22.1545266,"氹仔"
"奧林匹克體育中心室內體育館",64,"2022-07-22","12:30",224,96,320,"2022/07/22 12:30:00",12.5,280.9516129032258,3.5,0.14583333333333331,1,"1.已完成","B21","Olympic Sports Centre - Stadium - Indoor Pavilion",113.5533585,22.1545266,"氹仔"
"奧林匹克體育中心室內體育館",64,"2022-07-22","13:00",283,87,370,"2022/07/22 13:00:00",13,280.9516129032258,4,0.16666666666666666,1,"1.已完成","B21","Olympic Sports Centre - Stadium - Indoor Pavilion",113.5533585,22.1545266,"氹仔"
"奧林匹克體育中心室內體育館",64,"2022-07-22","13:30",312,98,410,"2022/07/22 13:30:00",13.5,280.9516129032258,4.5,0.1875,1,"1.已完成","B21","Olympic Sports Centre - Stadium - Indoor Pavilion",113.5533585,22.1545266,"氹仔"
"奧林匹克體育中心室內體育館",64,"2022-07-22","14:00",295,114,409,"2022/07/22 14:00:00",14,280.9516129032258,5,0.20833333333333331,1,"1.已完成","B21","Olympic Sports Centre - Stadium - Indoor Pavilion",113.5533585,22.1545266,"氹仔"
"奧林匹克體育中心室內體育館",64,"2022-07-22","14:30",279,101,380,"2022/07/22 14:30:00",14.5,280.9516129032258,5.5,0.22916666666666666,1,"1.已完成","B21","Olympic Sports Centre - Stadium - Indoor Pavilion",113.5533585,22.1545266,"氹仔"
"奧林匹克體育中心室內體育館",64,"2022-07-22","15:00",278,105,383,"2022/07/22 15:00:00",15,280.9516129032258,6,0.25,1,"1.已完成","B21","Olympic Sports Centre - Stadium - Indoor Pavilion",113.5533585,22.1545266,"氹仔"
"奧林匹克體育中心室內體育館",64,"2022-07-22","15:30",258,75,333,"2022/07/22 15:30:00",15.5,280.9516129032258,6.5,0.2708333333333333,1,"1.已完成","B21","Olympic Sports Centre - Stadium - Indoor Pavilion",113.5533585,22.1545266,"氹仔"
"奧林匹克體育中心室內體育館",64,"2022-07-22","16:00",292,111,403,"2022/07/22 16:00:00",16,280.9516129032258,7,0.29166666666666663,1,"1.已完成","B21","Olympic Sports Centre - Stadium - Indoor Pavilion",113.5533585,22.1545266,"氹仔"
"奧林匹克體育中心室內體育館",64,"2022-07-22","16:30",298,112,410,"2022/07/22 16:30:00",16.5,280.9516129032258,7.5,0.3125,1,"1.已完成","B21","Olympic Sports Centre - Stadium - Indoor Pavilion",113.5533585,22.1545266,"氹仔"
"奧林匹克體育中心室內體育館",64,"2022-07-22","17:00",339,71,410,"2022/07/22 17:00:00",17,280.9516129032258,8,0.3333333333333333,1,"1.已完成","B21","Olympic Sports Centre - Stadium - Indoor Pavilion",113.5533585,22.1545266,"氹仔"
"奧林匹克體育中心室內體育館",64,"2022-07-22","17:30",284,86,370,"2022/07/22 17:30:00",17.5,280.9516129032258,8.5,0.35416666666666663,1,"1.已完成","B21","Olympic Sports Centre - Stadium - Indoor Pavilion",113.5533585,22.1545266,"氹仔"
"奧林匹克體育中心室內體育館",64,"2022-07-22","18:00",252,68,320,"2022/07/22 18:00:00",18,280.9516129032258,9,0.375,1,"1.已完成","B21","Olympic Sports Centre - Stadium - Indoor Pavilion",113.5533585,22.1545266,"氹仔"
"奧林匹克體育中心室內體育館",64,"2022-07-22","18:30",252,68,320,"2022/07/22 18:30:00",18.5,280.9516129032258,9.5,0.3958333333333333,1,"1.已完成","B21","Olympic Sports Centre - Stadium - Indoor Pavilion",113.5533585,22.1545266,"氹仔"
"奧林匹克體育中心室內體育館",64,"2022-07-22","19:00",243,77,320,"2022/07/22 19:00:00",19,280.9516129032258,10,0.41666666666666663,1,"1.已完成","B21","Olympic Sports Centre - Stadium - Indoor Pavilion",113.5533585,22.1545266,"氹仔"
"奧林匹克體育中心室內體育館",64,"2022-07-22","19:30",234,86,320,"2022/07/22 19:30:00",19.5,280.9516129032258,10.5,0.4375,1,"1.已完成","B21","Olympic Sports Centre - Stadium - Indoor Pavilion",113.5533585,22.1545266,"氹仔"
"奧林匹克體育中心室內體育館",64,"2022-07-22","20:00",294,76,370,"2022/07/22 20:00:00",20,280.9516129032258,11,0.4583333333333333,1,"1.已完成","B21","Olympic Sports Centre - Stadium - Indoor Pavilion",113.5533585,22.1545266,"氹仔"
"奧林匹克體育中心室內體育館",64,"2022-07-22","20:30",299,111,410,"2022/07/22 20:30:00",20.5,280.9516129032258,11.5,0.47916666666666663,1,"1.已完成","B21","Olympic Sports Centre - Stadium - Indoor Pavilion",113.5533585,22.1545266,"氹仔"
"奧林匹克體育中心室內體育館",64,"2022-07-22","21:00",318,92,410,"2022/07/22 21:00:00",21,280.9516129032258,12,0.5,1,"1.已完成","B21","Olympic Sports Centre - Stadium - Indoor Pavilion",113.5533585,22.1545266,"氹仔"
"奧林匹克體育中心室內體育館",64,"2022-07-22","21:30",328,82,410,"2022/07/22 21:30:00",21.5,280.9516129032258,12.5,0.5208333333333333,1,"1.已完成","B21","Olympic Sports Centre - Stadium - Indoor Pavilion",113.5533585,22.1545266,"氹仔"
"奧林匹克體育中心室內體育館",64,"2022-07-22","22:00",284,86,370,"2022/07/22 22:00:00",22,280.9516129032258,13,0.5416666666666666,1,"1.已完成","B21","Olympic Sports Centre - Stadium - Indoor Pavilion",113.5533585,22.1545266,"氹仔"
"奧林匹克體育中心室內體育館",64,"2022-07-22","22:30",305,65,370,"2022/07/22 22:30:00",22.5,280.9516129032258,13.5,0.5625,1,"1.已完成","B21","Olympic Sports Centre - Stadium - Indoor Pavilion",113.5533585,22.1545266,"氹仔"
"奧林匹克體育中心室內體育館",64,"2022-07-22","23:00",251,69,320,"2022/07/22 23:00:00",23,280.9516129032258,14,0.5833333333333333,1,"1.已完成","B21","Olympic Sports Centre - Stadium - Indoor Pavilion",113.5533585,22.1545266,"氹仔"
"奧林匹克體育中心室內體育館",64,"2022-07-22","23:30",216,64,280,"2022/07/22 23:30:00",23.5,280.9516129032258,14.5,0.6041666666666666,1,"1.已完成","B21","Olympic Sports Centre - Stadium - Indoor Pavilion",113.5533585,22.1545266,"氹仔"
"奧林匹克體育中心室內體育館",60,"2022-07-23","16:30",86,23,109,"2022/07/23 16:30:00",16.5,280.9516129032258,31.5,1.3125,2,"2.預約中","B21","Olympic Sports Centre - Stadium - Indoor Pavilion",113.5533585,22.1545266,"氹仔"
"奧林匹克體育中心室內體育館",60,"2022-07-23","10:30",258,96,354,"2022/07/23 10:30:00",10.5,280.9516129032258,25.5,1.0625,2,"1.已完成","B21","Olympic Sports Centre - Stadium - Indoor Pavilion",113.5533585,22.1545266,"氹仔"
"奧林匹克體育中心室內體育館",60,"2022-07-23","11:00",275,131,406,"2022/07/23 11:00:00",11,280.9516129032258,26,1.0833333333333333,2,"1.已完成","B21","Olympic Sports Centre - Stadium - Indoor Pavilion",113.5533585,22.1545266,"氹仔"
"奧林匹克體育中心室內體育館",60,"2022-07-23","11:30",244,110,354,"2022/07/23 11:30:00",11.5,280.9516129032258,26.5,1.1041666666666665,2,"1.已完成","B21","Olympic Sports Centre - Stadium - Indoor Pavilion",113.5533585,22.1545266,"氹仔"
"奧林匹克體育中心室內體育館",60,"2022-07-23","12:00",242,76,318,"2022/07/23 12:00:00",12,280.9516129032258,27,1.125,2,"1.已完成","B21","Olympic Sports Centre - Stadium - Indoor Pavilion",113.5533585,22.1545266,"氹仔"
"奧林匹克體育中心室內體育館",60,"2022-07-23","12:30",143,60,203,"2022/07/23 12:30:00",12.5,280.9516129032258,27.5,1.1458333333333333,2,"2.預約中","B21","Olympic Sports Centre - Stadium - Indoor Pavilion",113.5533585,22.1545266,"氹仔"
"奧林匹克體育中心室內體育館",60,"2022-07-23","13:00",104,57,161,"2022/07/23 13:00:00",13,280.9516129032258,28,1.1666666666666665,2,"2.預約中","B21","Olympic Sports Centre - Stadium - Indoor Pavilion",113.5533585,22.1545266,"氹仔"
"奧林匹克體育中心室內體育館",60,"2022-07-23","13:30",140,34,174,"2022/07/23 13:30:00",13.5,280.9516129032258,28.5,1.1875,2,"2.預約中","B21","Olympic Sports Centre - Stadium - Indoor Pavilion",113.5533585,22.1545266,"氹仔"
"奧林匹克體育中心室內體育館",60,"2022-07-23","14:00",144,67,211,"2022/07/23 14:00:00",14,280.9516129032258,29,1.2083333333333333,2,"2.預約中","B21","Olympic Sports Centre - Stadium - Indoor Pavilion",113.5533585,22.1545266,"氹仔"
"奧林匹克體育中心室內體育館",60,"2022-07-23","14:30",135,85,220,"2022/07/23 14:30:00",14.5,280.9516129032258,29.5,1.2291666666666665,2,"2.預約中","B21","Olympic Sports Centre - Stadium - Indoor Pavilion",113.5533585,22.1545266,"氹仔"
"奧林匹克體育中心室內體育館",60,"2022-07-23","15:00",153,48,201,"2022/07/23 15:00:00",15,280.9516129032258,30,1.25,2,"2.預約中","B21","Olympic Sports Centre - Stadium - Indoor Pavilion",113.5533585,22.1545266,"氹仔"
"奧林匹克體育中心室內體育館",60,"2022-07-23","15:30",88,27,115,"2022/07/23 15:30:00",15.5,280.9516129032258,30.5,1.2708333333333333,2,"2.預約中","B21","Olympic Sports Centre - Stadium - Indoor Pavilion",113.5533585,22.1545266,"氹仔"
"奧林匹克體育中心室內體育館",60,"2022-07-23","16:00",139,65,204,"2022/07/23 16:00:00",16,280.9516129032258,31,1.2916666666666665,2,"2.預約中","B21","Olympic Sports Centre - Stadium - Indoor Pavilion",113.5533585,22.1545266,"氹仔"
"奧林匹克體育中心室內體育館",60,"2022-07-23","18:30",143,48,191,"2022/07/23 18:30:00",18.5,280.9516129032258,33.5,1.3958333333333333,2,"2.預約中","B21","Olympic Sports Centre - Stadium - Indoor Pavilion",113.5533585,22.1545266,"氹仔"
"奧林匹克體育中心室內體育館",60,"2022-07-23","17:00",115,25,140,"2022/07/23 17:00:00",17,280.9516129032258,32,1.3333333333333333,2,"2.預約中","B21","Olympic Sports Centre - Stadium - Indoor Pavilion",113.5533585,22.1545266,"氹仔"
"奧林匹克體育中心室內體育館",60,"2022-07-23","17:30",124,44,168,"2022/07/23 17:30:00",17.5,280.9516129032258,32.5,1.3541666666666665,2,"2.預約中","B21","Olympic Sports Centre - Stadium - Indoor Pavilion",113.5533585,22.1545266,"氹仔"
"奧林匹克體育中心室內體育館",60,"2022-07-23","18:00",104,54,158,"2022/07/23 18:00:00",18,280.9516129032258,33,1.375,2,"2.預約中","B21","Olympic Sports Centre - Stadium - Indoor Pavilion",113.5533585,22.1545266,"氹仔"
"奧林匹克體育中心室內體育館",60,"2022-07-23","20:30",NA,NA,0,"2022/07/23 20:30:00",20.5,280.9516129032258,35.5,1.4791666666666665,2,"2.預約中","B21","Olympic Sports Centre - Stadium - Indoor Pavilion",113.5533585,22.1545266,"氹仔"
"奧林匹克體育中心室內體育館",60,"2022-07-23","19:00",NA,NA,0,"2022/07/23 19:00:00",19,280.9516129032258,34,1.4166666666666665,2,"2.預約中","B21","Olympic Sports Centre - Stadium - Indoor Pavilion",113.5533585,22.1545266,"氹仔"
"奧林匹克體育中心室內體育館",60,"2022-07-23","19:30",NA,NA,0,"2022/07/23 19:30:00",19.5,280.9516129032258,34.5,1.4375,2,"2.預約中","B21","Olympic Sports Centre - Stadium - Indoor Pavilion",113.5533585,22.1545266,"氹仔"
"奧林匹克體育中心室內體育館",60,"2022-07-23","20:00",NA,NA,0,"2022/07/23 20:00:00",20,280.9516129032258,35,1.4583333333333333,2,"2.預約中","B21","Olympic Sports Centre - Stadium - Indoor Pavilion",113.5533585,22.1545266,"氹仔"
"奧林匹克體育中心室內體育館",60,"2022-07-23","21:00",NA,NA,0,"2022/07/23 21:00:00",21,280.9516129032258,36,1.5,2,"2.預約中","B21","Olympic Sports Centre - Stadium - Indoor Pavilion",113.5533585,22.1545266,"氹仔"
"奧林匹克體育中心室內體育館",60,"2022-07-23","21:30",NA,NA,0,"2022/07/23 21:30:00",21.5,280.9516129032258,36.5,1.5208333333333333,2,"2.預約中","B21","Olympic Sports Centre - Stadium - Indoor Pavilion",113.5533585,22.1545266,"氹仔"
"澳門保安部隊高等學校",60,"2022-07-23","08:00",44,24,68,"2022/07/23 08:00:00",8,47.12903225806452,23,0.9583333333333333,1,"1.已完成","B25","Academy of Public Security Forces",113.5523074,22.1192541,"路環"
"澳門保安部隊高等學校",60,"2022-07-23","08:30",31,15,46,"2022/07/23 08:30:00",8.5,47.12903225806452,23.5,0.9791666666666666,1,"1.已完成","B25","Academy of Public Security Forces",113.5523074,22.1192541,"路環"
"澳門保安部隊高等學校",60,"2022-07-23","00:00",19,2,21,"2022/07/23 00:00:00",0,47.12903225806452,15,0.625,1,"1.已完成","B25","Academy of Public Security Forces",113.5523074,22.1192541,"路環"
"澳門保安部隊高等學校",60,"2022-07-23","00:30",22,5,27,"2022/07/23 00:30:00",0.5,47.12903225806452,15.5,0.6458333333333333,1,"1.已完成","B25","Academy of Public Security Forces",113.5523074,22.1192541,"路環"
"澳門保安部隊高等學校",60,"2022-07-23","10:00",38,7,45,"2022/07/23 10:00:00",10,47.12903225806452,25,1.0416666666666665,2,"1.已完成","B25","Academy of Public Security Forces",113.5523074,22.1192541,"路環"
"澳門保安部隊高等學校",60,"2022-07-23","10:30",38,11,49,"2022/07/23 10:30:00",10.5,47.12903225806452,25.5,1.0625,2,"1.已完成","B25","Academy of Public Security Forces",113.5523074,22.1192541,"路環"
"澳門保安部隊高等學校",60,"2022-07-23","09:00",30,16,46,"2022/07/23 09:00:00",9,47.12903225806452,24,1,2,"1.已完成","B25","Academy of Public Security Forces",113.5523074,22.1192541,"路環"
"澳門保安部隊高等學校",60,"2022-07-23","09:30",39,19,58,"2022/07/23 09:30:00",9.5,47.12903225806452,24.5,1.0208333333333333,2,"1.已完成","B25","Academy of Public Security Forces",113.5523074,22.1192541,"路環"
"澳門保安部隊高等學校",64,"2022-07-22","08:00",55,19,74,"2022/07/22 08:00:00",8,47.12903225806452,-1,-0.041666666666666664,0,"1.已完成","B25","Academy of Public Security Forces",113.5523074,22.1192541,"路環"
"澳門保安部隊高等學校",64,"2022-07-22","08:30",48,19,67,"2022/07/22 08:30:00",8.5,47.12903225806452,-0.5,-0.020833333333333332,0,"1.已完成","B25","Academy of Public Security Forces",113.5523074,22.1192541,"路環"
"澳門保安部隊高等學校",64,"2022-07-22","09:00",67,23,90,"2022/07/22 09:00:00",9,47.12903225806452,0,0,1,"1.已完成","B25","Academy of Public Security Forces",113.5523074,22.1192541,"路環"
"澳門保安部隊高等學校",64,"2022-07-22","09:30",69,17,86,"2022/07/22 09:30:00",9.5,47.12903225806452,0.5,0.020833333333333332,1,"1.已完成","B25","Academy of Public Security Forces",113.5523074,22.1192541,"路環"
"澳門保安部隊高等學校",64,"2022-07-22","10:00",98,28,126,"2022/07/22 10:00:00",10,47.12903225806452,1,0.041666666666666664,1,"1.已完成","B25","Academy of Public Security Forces",113.5523074,22.1192541,"路環"
"澳門保安部隊高等學校",64,"2022-07-22","10:30",72,21,93,"2022/07/22 10:30:00",10.5,47.12903225806452,1.5,0.0625,1,"1.已完成","B25","Academy of Public Security Forces",113.5523074,22.1192541,"路環"
"澳門保安部隊高等學校",64,"2022-07-22","11:00",43,21,64,"2022/07/22 11:00:00",11,47.12903225806452,2,0.08333333333333333,1,"1.已完成","B25","Academy of Public Security Forces",113.5523074,22.1192541,"路環"
"澳門保安部隊高等學校",64,"2022-07-22","11:30",53,10,63,"2022/07/22 11:30:00",11.5,47.12903225806452,2.5,0.10416666666666666,1,"1.已完成","B25","Academy of Public Security Forces",113.5523074,22.1192541,"路環"
"澳門保安部隊高等學校",64,"2022-07-22","12:00",56,10,66,"2022/07/22 12:00:00",12,47.12903225806452,3,0.125,1,"1.已完成","B25","Academy of Public Security Forces",113.5523074,22.1192541,"路環"
"澳門保安部隊高等學校",64,"2022-07-22","12:30",34,9,43,"2022/07/22 12:30:00",12.5,47.12903225806452,3.5,0.14583333333333331,1,"1.已完成","B25","Academy of Public Security Forces",113.5523074,22.1192541,"路環"
"澳門保安部隊高等學校",64,"2022-07-22","13:00",56,11,67,"2022/07/22 13:00:00",13,47.12903225806452,4,0.16666666666666666,1,"1.已完成","B25","Academy of Public Security Forces",113.5523074,22.1192541,"路環"
"澳門保安部隊高等學校",64,"2022-07-22","13:30",60,9,69,"2022/07/22 13:30:00",13.5,47.12903225806452,4.5,0.1875,1,"1.已完成","B25","Academy of Public Security Forces",113.5523074,22.1192541,"路環"
"澳門保安部隊高等學校",64,"2022-07-22","14:00",71,18,89,"2022/07/22 14:00:00",14,47.12903225806452,5,0.20833333333333331,1,"1.已完成","B25","Academy of Public Security Forces",113.5523074,22.1192541,"路環"
"澳門保安部隊高等學校",64,"2022-07-22","14:30",39,15,54,"2022/07/22 14:30:00",14.5,47.12903225806452,5.5,0.22916666666666666,1,"1.已完成","B25","Academy of Public Security Forces",113.5523074,22.1192541,"路環"
"澳門保安部隊高等學校",64,"2022-07-22","15:00",48,16,64,"2022/07/22 15:00:00",15,47.12903225806452,6,0.25,1,"1.已完成","B25","Academy of Public Security Forces",113.5523074,22.1192541,"路環"
"澳門保安部隊高等學校",64,"2022-07-22","15:30",42,13,55,"2022/07/22 15:30:00",15.5,47.12903225806452,6.5,0.2708333333333333,1,"1.已完成","B25","Academy of Public Security Forces",113.5523074,22.1192541,"路環"
"澳門保安部隊高等學校",64,"2022-07-22","16:00",42,11,53,"2022/07/22 16:00:00",16,47.12903225806452,7,0.29166666666666663,1,"1.已完成","B25","Academy of Public Security Forces",113.5523074,22.1192541,"路環"
"澳門保安部隊高等學校",64,"2022-07-22","16:30",56,22,78,"2022/07/22 16:30:00",16.5,47.12903225806452,7.5,0.3125,1,"1.已完成","B25","Academy of Public Security Forces",113.5523074,22.1192541,"路環"
"澳門保安部隊高等學校",64,"2022-07-22","17:00",73,23,96,"2022/07/22 17:00:00",17,47.12903225806452,8,0.3333333333333333,1,"1.已完成","B25","Academy of Public Security Forces",113.5523074,22.1192541,"路環"
"澳門保安部隊高等學校",64,"2022-07-22","17:30",47,10,57,"2022/07/22 17:30:00",17.5,47.12903225806452,8.5,0.35416666666666663,1,"1.已完成","B25","Academy of Public Security Forces",113.5523074,22.1192541,"路環"
"澳門保安部隊高等學校",64,"2022-07-22","18:00",68,32,100,"2022/07/22 18:00:00",18,47.12903225806452,9,0.375,1,"1.已完成","B25","Academy of Public Security Forces",113.5523074,22.1192541,"路環"
"澳門保安部隊高等學校",64,"2022-07-22","18:30",69,31,100,"2022/07/22 18:30:00",18.5,47.12903225806452,9.5,0.3958333333333333,1,"1.已完成","B25","Academy of Public Security Forces",113.5523074,22.1192541,"路環"
"澳門保安部隊高等學校",64,"2022-07-22","19:00",67,33,100,"2022/07/22 19:00:00",19,47.12903225806452,10,0.41666666666666663,1,"1.已完成","B25","Academy of Public Security Forces",113.5523074,22.1192541,"路環"
"澳門保安部隊高等學校",64,"2022-07-22","19:30",57,20,77,"2022/07/22 19:30:00",19.5,47.12903225806452,10.5,0.4375,1,"1.已完成","B25","Academy of Public Security Forces",113.5523074,22.1192541,"路環"
"澳門保安部隊高等學校",64,"2022-07-22","20:00",53,14,67,"2022/07/22 20:00:00",20,47.12903225806452,11,0.4583333333333333,1,"1.已完成","B25","Academy of Public Security Forces",113.5523074,22.1192541,"路環"
"澳門保安部隊高等學校",64,"2022-07-22","20:30",37,16,53,"2022/07/22 20:30:00",20.5,47.12903225806452,11.5,0.47916666666666663,1,"1.已完成","B25","Academy of Public Security Forces",113.5523074,22.1192541,"路環"
"澳門保安部隊高等學校",64,"2022-07-22","21:00",41,18,59,"2022/07/22 21:00:00",21,47.12903225806452,12,0.5,1,"1.已完成","B25","Academy of Public Security Forces",113.5523074,22.1192541,"路環"
"澳門保安部隊高等學校",64,"2022-07-22","21:30",28,12,40,"2022/07/22 21:30:00",21.5,47.12903225806452,12.5,0.5208333333333333,1,"1.已完成","B25","Academy of Public Security Forces",113.5523074,22.1192541,"路環"
"澳門保安部隊高等學校",64,"2022-07-22","22:00",61,10,71,"2022/07/22 22:00:00",22,47.12903225806452,13,0.5416666666666666,1,"1.已完成","B25","Academy of Public Security Forces",113.5523074,22.1192541,"路環"
"澳門保安部隊高等學校",64,"2022-07-22","22:30",43,9,52,"2022/07/22 22:30:00",22.5,47.12903225806452,13.5,0.5625,1,"1.已完成","B25","Academy of Public Security Forces",113.5523074,22.1192541,"路環"
"澳門保安部隊高等學校",64,"2022-07-22","23:00",27,13,40,"2022/07/22 23:00:00",23,47.12903225806452,14,0.5833333333333333,1,"1.已完成","B25","Academy of Public Security Forces",113.5523074,22.1192541,"路環"
"澳門保安部隊高等學校",64,"2022-07-22","23:30",29,19,48,"2022/07/22 23:30:00",23.5,47.12903225806452,14.5,0.6041666666666666,1,"1.已完成","B25","Academy of Public Security Forces",113.5523074,22.1192541,"路環"
"澳門保安部隊高等學校",60,"2022-07-23","13:30",8,NA,8,"2022/07/23 13:30:00",13.5,47.12903225806452,28.5,1.1875,2,"2.預約中","B25","Academy of Public Security Forces",113.5523074,22.1192541,"路環"
"澳門保安部隊高等學校",60,"2022-07-23","14:00",11,NA,11,"2022/07/23 14:00:00",14,47.12903225806452,29,1.2083333333333333,2,"2.預約中","B25","Academy of Public Security Forces",113.5523074,22.1192541,"路環"
"澳門保安部隊高等學校",60,"2022-07-23","14:30",14,NA,14,"2022/07/23 14:30:00",14.5,47.12903225806452,29.5,1.2291666666666665,2,"2.預約中","B25","Academy of Public Security Forces",113.5523074,22.1192541,"路環"
"澳門保安部隊高等學校",60,"2022-07-23","15:00",25,5,30,"2022/07/23 15:00:00",15,47.12903225806452,30,1.25,2,"2.預約中","B25","Academy of Public Security Forces",113.5523074,22.1192541,"路環"
"澳門保安部隊高等學校",60,"2022-07-23","15:30",10,5,15,"2022/07/23 15:30:00",15.5,47.12903225806452,30.5,1.2708333333333333,2,"2.預約中","B25","Academy of Public Security Forces",113.5523074,22.1192541,"路環"
"澳門保安部隊高等學校",60,"2022-07-23","16:00",2,NA,2,"2022/07/23 16:00:00",16,47.12903225806452,31,1.2916666666666665,2,"2.預約中","B25","Academy of Public Security Forces",113.5523074,22.1192541,"路環"
"澳門保安部隊高等學校",60,"2022-07-23","16:30",2,1,3,"2022/07/23 16:30:00",16.5,47.12903225806452,31.5,1.3125,2,"2.預約中","B25","Academy of Public Security Forces",113.5523074,22.1192541,"路環"
"澳門保安部隊高等學校",60,"2022-07-23","17:00",2,3,5,"2022/07/23 17:00:00",17,47.12903225806452,32,1.3333333333333333,2,"2.預約中","B25","Academy of Public Security Forces",113.5523074,22.1192541,"路環"
"澳門保安部隊高等學校",60,"2022-07-23","11:00",28,9,37,"2022/07/23 11:00:00",11,47.12903225806452,26,1.0833333333333333,2,"1.已完成","B25","Academy of Public Security Forces",113.5523074,22.1192541,"路環"
"澳門保安部隊高等學校",60,"2022-07-23","11:30",36,13,49,"2022/07/23 11:30:00",11.5,47.12903225806452,26.5,1.1041666666666665,2,"1.已完成","B25","Academy of Public Security Forces",113.5523074,22.1192541,"路環"
"澳門保安部隊高等學校",60,"2022-07-23","12:00",38,10,48,"2022/07/23 12:00:00",12,47.12903225806452,27,1.125,2,"1.已完成","B25","Academy of Public Security Forces",113.5523074,22.1192541,"路環"
