"Location","序號","DateTimeRound","HourNumber","DeskCount.mean","DeskCount.median","口採樣點.mean","鼻採樣點.mean","口採樣點.median","鼻採樣點.median","WaitingQueue.mean","WaitingMinutes.mean","WaitingQueue.median","WaitingMinutes.median","WaitingQueue.current","WaitingMinutes.current","MaxCurrentFlag","DeskCount.ntile","AvgDeskCount","Sno","LocationEnglish","lon","lat","area"
"北安客運碼頭","B23","2022/07/22 13:00:00",13,4,4,2,2,2,2,11.428571428571429,3.2857142857142856,10,3,0,0,0,3,4,"B23","Pac On Ferry Terminal",113.5778597,22.1626379,"氹仔"
"北安客運碼頭","B23","2022/07/22 12:30:00",12.5,4,4,2,2,2,2,17.5,4.5,17.5,4.5,0,0,0,3,4,"B23","Pac On Ferry Terminal",113.5778597,22.1626379,"氹仔"
"北安客運碼頭","B23","2022/07/22 12:00:00",12,4,4,2,2,2,2,15,4,15,4,0,0,0,3,4,"B23","Pac On Ferry Terminal",113.5778597,22.1626379,"氹仔"
"北安客運碼頭","B23","2022/07/22 11:30:00",11.5,4,4,2,2,2,2,15,4,15,4,NA,NA,NA,4,4,"B23","Pac On Ferry Terminal",113.5778597,22.1626379,"氹仔"
"北安客運碼頭","B23","2022/07/22 11:00:00",11,4,4,2,2,2,2,15,4,15,4,NA,NA,NA,4,4,"B23","Pac On Ferry Terminal",113.5778597,22.1626379,"氹仔"
"北安客運碼頭","B23","2022/07/22 10:30:00",10.5,4,4,2,2,2,2,15,4,15,4,NA,NA,NA,4,4,"B23","Pac On Ferry Terminal",113.5778597,22.1626379,"氹仔"
"北安客運碼頭","B23","2022/07/22 10:00:00",10,4,4,2,2,2,2,15,4,15,4,NA,NA,NA,5,4,"B23","Pac On Ferry Terminal",113.5778597,22.1626379,"氹仔"
"北安客運碼頭","B23","2022/07/22 09:30:00",9.5,4,4,2,2,2,2,15,4,15,4,NA,NA,NA,5,4,"B23","Pac On Ferry Terminal",113.5778597,22.1626379,"氹仔"
"北安客運碼頭","B23","2022/07/22 09:00:00",9,4,4,2,2,2,2,15,4,15,4,NA,NA,NA,5,4,"B23","Pac On Ferry Terminal",113.5778597,22.1626379,"氹仔"
"慈幼中學","A02","2022/07/22 17:00:00",17,4,4,2,2,2,2,72.5,18.5,72.5,18.5,NA,NA,NA,1,4,"A02","Instituto Salesiano da Imaculada Conceição",113.5371115,22.1900008,"半島南"
"慈幼中學","A02","2022/07/22 16:30:00",16.5,4,4,2,2,2,2,72.5,18.5,72.5,18.5,0,0,0,1,4,"A02","Instituto Salesiano da Imaculada Conceição",113.5371115,22.1900008,"半島南"
"慈幼中學","A02","2022/07/22 16:00:00",16,4,4,2,2,2,2,32.375,8.25,27.5,7,0,0,0,1,4,"A02","Instituto Salesiano da Imaculada Conceição",113.5371115,22.1900008,"半島南"
"慈幼中學","A02","2022/07/22 15:30:00",15.5,4,4,2,2,2,2,47,11.8,43,11,0,0,0,1,4,"A02","Instituto Salesiano da Imaculada Conceição",113.5371115,22.1900008,"半島南"
"慈幼中學","A02","2022/07/22 15:00:00",15,4,4,2,2,2,2,61.57142857142857,15.142857142857142,53,13,0,0,0,2,4,"A02","Instituto Salesiano da Imaculada Conceição",113.5371115,22.1900008,"半島南"
"慈幼中學","A02","2022/07/22 14:30:00",14.5,4,4,2,2,2,2,33.142857142857146,8.571428571428571,30,8,0,0,0,2,4,"A02","Instituto Salesiano da Imaculada Conceição",113.5371115,22.1900008,"半島南"
"慈幼中學","A02","2022/07/22 14:00:00",14,4,4,2,2,2,2,30,8,30,8,0,0,0,2,4,"A02","Instituto Salesiano da Imaculada Conceição",113.5371115,22.1900008,"半島南"
"慈幼中學","A02","2022/07/22 13:30:00",13.5,4,4,2,2,2,2,55.142857142857146,14.142857142857142,71,18,0,0,0,2,4,"A02","Instituto Salesiano da Imaculada Conceição",113.5371115,22.1900008,"半島南"
"慈幼中學","A02","2022/07/22 13:00:00",13,4,4,2,2,2,2,66.42857142857143,16.571428571428573,57,14,0,0,0,3,4,"A02","Instituto Salesiano da Imaculada Conceição",113.5371115,22.1900008,"半島南"
"慈幼中學","A02","2022/07/22 12:30:00",12.5,4,4,2,2,2,2,68.5,17,68.5,17,0,0,0,3,4,"A02","Instituto Salesiano da Imaculada Conceição",113.5371115,22.1900008,"半島南"
"慈幼中學","A02","2022/07/22 12:00:00",12,4,4,2,2,2,2,73,18,73,18,0,0,0,3,4,"A02","Instituto Salesiano da Imaculada Conceição",113.5371115,22.1900008,"半島南"
"慈幼中學","A02","2022/07/22 11:30:00",11.5,4,4,2,2,2,2,73,18,73,18,NA,NA,NA,4,4,"A02","Instituto Salesiano da Imaculada Conceição",113.5371115,22.1900008,"半島南"
"慈幼中學","A02","2022/07/22 11:00:00",11,4,4,2,2,2,2,73,18,73,18,NA,NA,NA,4,4,"A02","Instituto Salesiano da Imaculada Conceição",113.5371115,22.1900008,"半島南"
"慈幼中學","A02","2022/07/22 10:30:00",10.5,4,4,2,2,2,2,73,18,73,18,NA,NA,NA,4,4,"A02","Instituto Salesiano da Imaculada Conceição",113.5371115,22.1900008,"半島南"
"慈幼中學","A02","2022/07/22 10:00:00",10,4,4,2,2,2,2,73,18,73,18,NA,NA,NA,5,4,"A02","Instituto Salesiano da Imaculada Conceição",113.5371115,22.1900008,"半島南"
"慈幼中學","A02","2022/07/22 09:30:00",9.5,4,4,2,2,2,2,73,18,73,18,NA,NA,NA,5,4,"A02","Instituto Salesiano da Imaculada Conceição",113.5371115,22.1900008,"半島南"
"慈幼中學","A02","2022/07/22 09:00:00",9,4,4,2,2,2,2,73,18,73,18,NA,NA,NA,5,4,"A02","Instituto Salesiano da Imaculada Conceição",113.5371115,22.1900008,"半島南"
"東南學校-中學部","B38","2022/07/22 17:00:00",17,4,4,2,2,2,2,90.5,23,90.5,23,NA,NA,NA,1,4,"B38","Escola Tong Nam (Secondary Section)",113.5389306,22.1994806,"半島北"
"東南學校-中學部","B38","2022/07/22 16:30:00",16.5,4,4,2,2,2,2,90.5,23,90.5,23,0,0,0,1,4,"B38","Escola Tong Nam (Secondary Section)",113.5389306,22.1994806,"半島北"
"東南學校-中學部","B38","2022/07/22 16:00:00",16,4,4,2.875,1.125,3,1,25.375,6.625,15,4,0,0,0,1,4,"B38","Escola Tong Nam (Secondary Section)",113.5389306,22.1994806,"半島北"
"東南學校-中學部","B38","2022/07/22 15:30:00",15.5,4,4,2,2,2,2,29,7,21,5,0,0,0,1,4,"B38","Escola Tong Nam (Secondary Section)",113.5389306,22.1994806,"半島北"
"東南學校-中學部","B38","2022/07/22 15:00:00",15,4,4,2.4285714285714284,1.5714285714285714,2,2,30.714285714285715,7.428571428571429,41,10,0,0,0,2,4,"B38","Escola Tong Nam (Secondary Section)",113.5389306,22.1994806,"半島北"
"東南學校-中學部","B38","2022/07/22 14:30:00",14.5,4,4,3,1,3,1,13.571428571428571,3.142857142857143,13,3,0,0,0,2,4,"B38","Escola Tong Nam (Secondary Section)",113.5389306,22.1994806,"半島北"
"東南學校-中學部","B38","2022/07/22 14:00:00",14,4,4,2,2,2,2,34,8.5,34,8.5,0,0,0,2,4,"B38","Escola Tong Nam (Secondary Section)",113.5389306,22.1994806,"半島北"
"東南學校-中學部","B38","2022/07/22 13:30:00",13.5,4,4,2,2,2,2,47.857142857142854,12.142857142857142,50,13,0,0,0,2,4,"B38","Escola Tong Nam (Secondary Section)",113.5389306,22.1994806,"半島北"
"東南學校-中學部","B38","2022/07/22 13:00:00",13,4,4,2,2,2,2,32.142857142857146,8,45,11,0,0,0,3,4,"B38","Escola Tong Nam (Secondary Section)",113.5389306,22.1994806,"半島北"
"東南學校-中學部","B38","2022/07/22 12:30:00",12.5,4.5,4.5,2.5,2,2.5,2,12.5,3,12.5,3,0,0,0,3,4,"B38","Escola Tong Nam (Secondary Section)",113.5389306,22.1994806,"半島北"
"東南學校-中學部","B38","2022/07/22 12:00:00",12,5,5,3,2,3,2,40,8,40,8,0,0,0,3,4,"B38","Escola Tong Nam (Secondary Section)",113.5389306,22.1994806,"半島北"
"東南學校-中學部","B38","2022/07/22 11:30:00",11.5,5,5,3,2,3,2,40,8,40,8,NA,NA,NA,4,4,"B38","Escola Tong Nam (Secondary Section)",113.5389306,22.1994806,"半島北"
"東南學校-中學部","B38","2022/07/22 11:00:00",11,5,5,3,2,3,2,40,8,40,8,NA,NA,NA,4,4,"B38","Escola Tong Nam (Secondary Section)",113.5389306,22.1994806,"半島北"
"東南學校-中學部","B38","2022/07/22 10:30:00",10.5,5,5,3,2,3,2,40,8,40,8,NA,NA,NA,4,4,"B38","Escola Tong Nam (Secondary Section)",113.5389306,22.1994806,"半島北"
"東南學校-中學部","B38","2022/07/22 10:00:00",10,5,5,3,2,3,2,40,8,40,8,NA,NA,NA,5,4,"B38","Escola Tong Nam (Secondary Section)",113.5389306,22.1994806,"半島北"
"東南學校-中學部","B38","2022/07/22 09:30:00",9.5,5,5,3,2,3,2,40,8,40,8,NA,NA,NA,5,4,"B38","Escola Tong Nam (Secondary Section)",113.5389306,22.1994806,"半島北"
"東南學校-中學部","B38","2022/07/22 09:00:00",9,5,5,3,2,3,2,40,8,40,8,NA,NA,NA,5,4,"B38","Escola Tong Nam (Secondary Section)",113.5389306,22.1994806,"半島北"
"婦女聯合總會綜合服務大樓","B12","2022/07/22 17:00:00",17,5,5,3,2,3,2,68,14,68,14,NA,NA,NA,2,5,"B12","Women’ s General Association of Macau Multi-Service Building",113.54367717955718,22.20251091087369,"半島北"
"婦女聯合總會綜合服務大樓","B12","2022/07/22 16:30:00",16.5,5,5,3,2,3,2,68,14,68,14,0,0,0,2,5,"B12","Women’ s General Association of Macau Multi-Service Building",113.54367717955718,22.20251091087369,"半島北"
"婦女聯合總會綜合服務大樓","B12","2022/07/22 16:00:00",16,4.125,4,2.125,2,2,2,67.25,16.5,67,16.5,0,0,0,1,5,"B12","Women’ s General Association of Macau Multi-Service Building",113.54367717955718,22.20251091087369,"半島北"
"婦女聯合總會綜合服務大樓","B12","2022/07/22 15:30:00",15.5,4,4,2,2,2,2,51.8,13.2,55,14,0,0,0,1,5,"B12","Women’ s General Association of Macau Multi-Service Building",113.54367717955718,22.20251091087369,"半島北"
"婦女聯合總會綜合服務大樓","B12","2022/07/22 15:00:00",15,4,4,2,2,2,2,29.857142857142858,7.714285714285714,30,8,0,0,0,1,5,"B12","Women’ s General Association of Macau Multi-Service Building",113.54367717955718,22.20251091087369,"半島北"
"婦女聯合總會綜合服務大樓","B12","2022/07/22 14:30:00",14.5,4,4,2,2,2,2,36.42857142857143,9.285714285714286,37,9,0,0,0,1,5,"B12","Women’ s General Association of Macau Multi-Service Building",113.54367717955718,22.20251091087369,"半島北"
"婦女聯合總會綜合服務大樓","B12","2022/07/22 14:00:00",14,4.5,4.5,2.5,2,2.5,2,32,7,32,7,0,0,0,2,5,"B12","Women’ s General Association of Macau Multi-Service Building",113.54367717955718,22.20251091087369,"半島北"
"婦女聯合總會綜合服務大樓","B12","2022/07/22 13:30:00",13.5,5,5,3,2,3,2,29.571428571428573,6.142857142857143,33,7,0,0,0,2,5,"B12","Women’ s General Association of Macau Multi-Service Building",113.54367717955718,22.20251091087369,"半島北"
"婦女聯合總會綜合服務大樓","B12","2022/07/22 13:00:00",13,5,5,3,2,3,2,39.42857142857143,7.714285714285714,45,9,0,0,0,3,5,"B12","Women’ s General Association of Macau Multi-Service Building",113.54367717955718,22.20251091087369,"半島北"
"婦女聯合總會綜合服務大樓","B12","2022/07/22 12:30:00",12.5,5,5,3,2,3,2,35,7,35,7,0,0,0,3,5,"B12","Women’ s General Association of Macau Multi-Service Building",113.54367717955718,22.20251091087369,"半島北"
"婦女聯合總會綜合服務大樓","B12","2022/07/22 12:00:00",12,5,5,3,2,3,2,85,17,85,17,0,0,0,3,5,"B12","Women’ s General Association of Macau Multi-Service Building",113.54367717955718,22.20251091087369,"半島北"
"婦女聯合總會綜合服務大樓","B12","2022/07/22 11:30:00",11.5,5,5,3,2,3,2,85,17,85,17,NA,NA,NA,4,5,"B12","Women’ s General Association of Macau Multi-Service Building",113.54367717955718,22.20251091087369,"半島北"
"婦女聯合總會綜合服務大樓","B12","2022/07/22 11:00:00",11,5,5,3,2,3,2,85,17,85,17,NA,NA,NA,4,5,"B12","Women’ s General Association of Macau Multi-Service Building",113.54367717955718,22.20251091087369,"半島北"
"婦女聯合總會綜合服務大樓","B12","2022/07/22 10:30:00",10.5,5,5,3,2,3,2,85,17,85,17,NA,NA,NA,4,5,"B12","Women’ s General Association of Macau Multi-Service Building",113.54367717955718,22.20251091087369,"半島北"
"婦女聯合總會綜合服務大樓","B12","2022/07/22 10:00:00",10,5,5,3,2,3,2,85,17,85,17,NA,NA,NA,5,5,"B12","Women’ s General Association of Macau Multi-Service Building",113.54367717955718,22.20251091087369,"半島北"
"婦女聯合總會綜合服務大樓","B12","2022/07/22 09:30:00",9.5,5,5,3,2,3,2,85,17,85,17,NA,NA,NA,5,5,"B12","Women’ s General Association of Macau Multi-Service Building",113.54367717955718,22.20251091087369,"半島北"
"婦女聯合總會綜合服務大樓","B12","2022/07/22 09:00:00",9,5,5,3,2,3,2,85,17,85,17,NA,NA,NA,5,5,"B12","Women’ s General Association of Macau Multi-Service Building",113.54367717955718,22.20251091087369,"半島北"
"工人體育場一樓","B04","2022/07/22 17:00:00",17,9,9,6,3,6,3,82.5,9.5,82.5,9.5,NA,NA,NA,1,9,"B04","Macao Federation of Trade Unions Workers Stadium 1st floor",113.54803478442068,22.214929340569142,"半島北"
"工人體育場一樓","B04","2022/07/22 16:30:00",16.5,9,9,6,3,6,3,82.5,9.5,82.5,9.5,0,0,0,1,9,"B04","Macao Federation of Trade Unions Workers Stadium 1st floor",113.54803478442068,22.214929340569142,"半島北"
"工人體育場一樓","B04","2022/07/22 16:00:00",16,9,9,6,3,6,3,54.375,6.25,52.5,6,0,0,0,1,9,"B04","Macao Federation of Trade Unions Workers Stadium 1st floor",113.54803478442068,22.214929340569142,"半島北"
"工人體育場一樓","B04","2022/07/22 15:30:00",15.5,9,9,6,3,6,3,61.2,7,62,7,0,0,0,1,9,"B04","Macao Federation of Trade Unions Workers Stadium 1st floor",113.54803478442068,22.214929340569142,"半島北"
"工人體育場一樓","B04","2022/07/22 15:00:00",15,9,9,6,3,6,3,62.142857142857146,7,60,7,0,0,0,2,9,"B04","Macao Federation of Trade Unions Workers Stadium 1st floor",113.54803478442068,22.214929340569142,"半島北"
"工人體育場一樓","B04","2022/07/22 14:30:00",14.5,9,9,6,3,6,3,26.142857142857142,3.2857142857142856,23,3,0,0,0,2,9,"B04","Macao Federation of Trade Unions Workers Stadium 1st floor",113.54803478442068,22.214929340569142,"半島北"
"工人體育場一樓","B04","2022/07/22 14:00:00",14,9,9,6,3,6,3,18,2,18,2,0,0,0,2,9,"B04","Macao Federation of Trade Unions Workers Stadium 1st floor",113.54803478442068,22.214929340569142,"半島北"
"工人體育場一樓","B04","2022/07/22 13:30:00",13.5,9,9,6,3,6,3,29.142857142857142,3,30,3,0,0,0,2,9,"B04","Macao Federation of Trade Unions Workers Stadium 1st floor",113.54803478442068,22.214929340569142,"半島北"
"工人體育場一樓","B04","2022/07/22 13:00:00",13,9,9,6,3,6,3,24.428571428571427,3,24,3,0,0,0,3,9,"B04","Macao Federation of Trade Unions Workers Stadium 1st floor",113.54803478442068,22.214929340569142,"半島北"
"工人體育場一樓","B04","2022/07/22 12:30:00",12.5,9,9,6,3,6,3,57.5,6.5,57.5,6.5,0,0,0,3,9,"B04","Macao Federation of Trade Unions Workers Stadium 1st floor",113.54803478442068,22.214929340569142,"半島北"
"工人體育場一樓","B04","2022/07/22 12:00:00",12,9,9,6,3,6,3,80,9,80,9,0,0,0,3,9,"B04","Macao Federation of Trade Unions Workers Stadium 1st floor",113.54803478442068,22.214929340569142,"半島北"
"工人體育場一樓","B04","2022/07/22 11:30:00",11.5,9,9,6,3,6,3,80,9,80,9,NA,NA,NA,4,9,"B04","Macao Federation of Trade Unions Workers Stadium 1st floor",113.54803478442068,22.214929340569142,"半島北"
"工人體育場一樓","B04","2022/07/22 11:00:00",11,9,9,6,3,6,3,80,9,80,9,NA,NA,NA,4,9,"B04","Macao Federation of Trade Unions Workers Stadium 1st floor",113.54803478442068,22.214929340569142,"半島北"
"工人體育場一樓","B04","2022/07/22 10:30:00",10.5,9,9,6,3,6,3,80,9,80,9,NA,NA,NA,4,9,"B04","Macao Federation of Trade Unions Workers Stadium 1st floor",113.54803478442068,22.214929340569142,"半島北"
"工人體育場一樓","B04","2022/07/22 10:00:00",10,9,9,6,3,6,3,80,9,80,9,NA,NA,NA,5,9,"B04","Macao Federation of Trade Unions Workers Stadium 1st floor",113.54803478442068,22.214929340569142,"半島北"
"工人體育場一樓","B04","2022/07/22 09:30:00",9.5,9,9,6,3,6,3,80,9,80,9,NA,NA,NA,5,9,"B04","Macao Federation of Trade Unions Workers Stadium 1st floor",113.54803478442068,22.214929340569142,"半島北"
"工人體育場一樓","B04","2022/07/22 09:00:00",9,9,9,6,3,6,3,80,9,80,9,NA,NA,NA,5,9,"B04","Macao Federation of Trade Unions Workers Stadium 1st floor",113.54803478442068,22.214929340569142,"半島北"
"工人體育館","C02","2022/07/22 17:00:00",17,3,3,2,1,2,1,5,2,5,2,NA,NA,NA,1,3,"C02","Macao Federation of Trade Unions Workers Stadium",113.54719122064876,22.215340007111248,"半島北"
"工人體育館","C02","2022/07/22 16:30:00",16.5,3,3,2,1,2,1,5,2,5,2,0,0,0,1,3,"C02","Macao Federation of Trade Unions Workers Stadium",113.54719122064876,22.215340007111248,"半島北"
"工人體育館","C02","2022/07/22 16:00:00",16,3,3,2,1,2,1,10,3.5,10,3.5,0,0,0,1,3,"C02","Macao Federation of Trade Unions Workers Stadium",113.54719122064876,22.215340007111248,"半島北"
"工人體育館","C02","2022/07/22 15:30:00",15.5,3,3,2,1,2,1,11,3.8,15,5,0,0,0,1,3,"C02","Macao Federation of Trade Unions Workers Stadium",113.54719122064876,22.215340007111248,"半島北"
"工人體育館","C02","2022/07/22 15:00:00",15,3.4285714285714284,3,2.4285714285714284,1,2,1,6.714285714285714,2,5,2,0,0,0,5,3,"C02","Macao Federation of Trade Unions Workers Stadium",113.54719122064876,22.215340007111248,"半島北"
"工人體育館","C02","2022/07/22 14:30:00",14.5,4,4,3,1,3,1,9,2,9,2,0,0,0,5,3,"C02","Macao Federation of Trade Unions Workers Stadium",113.54719122064876,22.215340007111248,"半島北"
"工人體育館","C02","2022/07/22 14:00:00",14,3,3,2,1,2,1,10,3,10,3,0,0,0,2,3,"C02","Macao Federation of Trade Unions Workers Stadium",113.54719122064876,22.215340007111248,"半島北"
"工人體育館","C02","2022/07/22 13:30:00",13.5,3,3,2,1,2,1,10,3,10,3,0,0,0,2,3,"C02","Macao Federation of Trade Unions Workers Stadium",113.54719122064876,22.215340007111248,"半島北"
"工人體育館","C02","2022/07/22 13:00:00",13,3,3,2,1,2,1,7.857142857142857,2.5714285714285716,10,3,0,0,0,2,3,"C02","Macao Federation of Trade Unions Workers Stadium",113.54719122064876,22.215340007111248,"半島北"
"工人體育館","C02","2022/07/22 12:30:00",12.5,3,3,2,1,2,1,5,2,5,2,0,0,0,2,3,"C02","Macao Federation of Trade Unions Workers Stadium",113.54719122064876,22.215340007111248,"半島北"
"工人體育館","C02","2022/07/22 12:00:00",12,3,3,2,1,2,1,5,2,5,2,0,0,0,3,3,"C02","Macao Federation of Trade Unions Workers Stadium",113.54719122064876,22.215340007111248,"半島北"
"工人體育館","C02","2022/07/22 11:30:00",11.5,3,3,2,1,2,1,5,2,5,2,NA,NA,NA,3,3,"C02","Macao Federation of Trade Unions Workers Stadium",113.54719122064876,22.215340007111248,"半島北"
"工人體育館","C02","2022/07/22 11:00:00",11,3,3,2,1,2,1,5,2,5,2,NA,NA,NA,3,3,"C02","Macao Federation of Trade Unions Workers Stadium",113.54719122064876,22.215340007111248,"半島北"
"工人體育館","C02","2022/07/22 10:30:00",10.5,3,3,2,1,2,1,5,2,5,2,NA,NA,NA,4,3,"C02","Macao Federation of Trade Unions Workers Stadium",113.54719122064876,22.215340007111248,"半島北"
"工人體育館","C02","2022/07/22 10:00:00",10,3,3,2,1,2,1,5,2,5,2,NA,NA,NA,4,3,"C02","Macao Federation of Trade Unions Workers Stadium",113.54719122064876,22.215340007111248,"半島北"
"工人體育館","C02","2022/07/22 09:30:00",9.5,3,3,2,1,2,1,5,2,5,2,NA,NA,NA,4,3,"C02","Macao Federation of Trade Unions Workers Stadium",113.54719122064876,22.215340007111248,"半島北"
"工人體育館","C02","2022/07/22 09:00:00",9,3,3,2,1,2,1,5,2,5,2,NA,NA,NA,5,3,"C02","Macao Federation of Trade Unions Workers Stadium",113.54719122064876,22.215340007111248,"半島北"
"廣大中學","B10","2022/07/22 17:00:00",17,5,5,3,2,3,2,21,4,21,4,NA,NA,NA,3,5,"B10","Kwong Tai Middle School",113.539153,22.206272,"半島北"
"廣大中學","B10","2022/07/22 16:30:00",16.5,5,5,3,2,3,2,21,4,21,4,0,0,0,3,5,"B10","Kwong Tai Middle School",113.539153,22.206272,"半島北"
"廣大中學","B10","2022/07/22 16:00:00",16,5,5,2.5,2.5,2.5,2.5,12.875,2.5,12.5,2.5,0,0,0,3,5,"B10","Kwong Tai Middle School",113.539153,22.206272,"半島北"
"廣大中學","B10","2022/07/22 15:30:00",15.5,5,5,2,3,2,3,7,1,7,1,0,0,0,4,5,"B10","Kwong Tai Middle School",113.539153,22.206272,"半島北"
"廣大中學","B10","2022/07/22 15:00:00",15,5,5,2,3,2,3,7.857142857142857,1.4285714285714286,7,1,0,0,0,4,5,"B10","Kwong Tai Middle School",113.539153,22.206272,"半島北"
"廣大中學","B10","2022/07/22 14:30:00",14.5,5,5,2,3,2,3,7.285714285714286,1.1428571428571428,7,1,0,0,0,4,5,"B10","Kwong Tai Middle School",113.539153,22.206272,"半島北"
"廣大中學","B10","2022/07/22 14:00:00",14,5,5,2,3,2,3,12,2,12,2,0,0,0,5,5,"B10","Kwong Tai Middle School",113.539153,22.206272,"半島北"
"廣大中學","B10","2022/07/22 13:30:00",13.5,5,5,2,3,2,3,11.571428571428571,2.142857142857143,15,3,0,0,0,5,5,"B10","Kwong Tai Middle School",113.539153,22.206272,"半島北"
"廣大中學","B10","2022/07/22 13:00:00",13,5,5,2,3,2,3,8,2,8,2,0,0,0,5,5,"B10","Kwong Tai Middle School",113.539153,22.206272,"半島北"
"廣大中學","B10","2022/07/22 12:30:00",12.5,4,4,2,2,2,2,12.5,3,12.5,3,0,0,0,1,5,"B10","Kwong Tai Middle School",113.539153,22.206272,"半島北"
"廣大中學","B10","2022/07/22 12:00:00",12,4,4,2,2,2,2,17,4,17,4,0,0,0,1,5,"B10","Kwong Tai Middle School",113.539153,22.206272,"半島北"
"廣大中學","B10","2022/07/22 11:30:00",11.5,4,4,2,2,2,2,17,4,17,4,NA,NA,NA,1,5,"B10","Kwong Tai Middle School",113.539153,22.206272,"半島北"
"廣大中學","B10","2022/07/22 11:00:00",11,4,4,2,2,2,2,17,4,17,4,NA,NA,NA,1,5,"B10","Kwong Tai Middle School",113.539153,22.206272,"半島北"
"廣大中學","B10","2022/07/22 10:30:00",10.5,4,4,2,2,2,2,17,4,17,4,NA,NA,NA,2,5,"B10","Kwong Tai Middle School",113.539153,22.206272,"半島北"
"廣大中學","B10","2022/07/22 10:00:00",10,4,4,2,2,2,2,17,4,17,4,NA,NA,NA,2,5,"B10","Kwong Tai Middle School",113.539153,22.206272,"半島北"
"廣大中學","B10","2022/07/22 09:30:00",9.5,4,4,2,2,2,2,17,4,17,4,NA,NA,NA,2,5,"B10","Kwong Tai Middle School",113.539153,22.206272,"半島北"
"廣大中學","B10","2022/07/22 09:00:00",9,4,4,2,2,2,2,17,4,17,4,NA,NA,NA,2,5,"B10","Kwong Tai Middle School",113.539153,22.206272,"半島北"
"國檢(澳門)醫務中心","C01","2022/07/22 17:00:00",17,1,1,1,0,1,0,1,1,1,1,NA,NA,NA,1,1,"C01","Empresa de Testes Kuok Kim (Macau)",113.543873,22.198745,"半島北"
"國檢(澳門)醫務中心","C01","2022/07/22 16:30:00",16.5,1,1,1,0,1,0,1,1,1,1,0,0,0,1,1,"C01","Empresa de Testes Kuok Kim (Macau)",113.543873,22.198745,"半島北"
"國檢(澳門)醫務中心","C01","2022/07/22 16:00:00",16,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,"C01","Empresa de Testes Kuok Kim (Macau)",113.543873,22.198745,"半島北"
"國檢(澳門)醫務中心","C01","2022/07/22 15:30:00",15.5,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,"C01","Empresa de Testes Kuok Kim (Macau)",113.543873,22.198745,"半島北"
"國檢(澳門)醫務中心","C01","2022/07/22 15:00:00",15,1,1,1,0,1,0,0,0,0,0,0,0,0,2,1,"C01","Empresa de Testes Kuok Kim (Macau)",113.543873,22.198745,"半島北"
"國檢(澳門)醫務中心","C01","2022/07/22 14:30:00",14.5,1,1,1,0,1,0,0,0,0,0,0,0,0,2,1,"C01","Empresa de Testes Kuok Kim (Macau)",113.543873,22.198745,"半島北"
"國檢(澳門)醫務中心","C01","2022/07/22 14:00:00",14,1,1,1,0,1,0,0,0,0,0,0,0,0,2,1,"C01","Empresa de Testes Kuok Kim (Macau)",113.543873,22.198745,"半島北"
"國檢(澳門)醫務中心","C01","2022/07/22 13:30:00",13.5,1,1,1,0,1,0,0.5714285714285714,0.5714285714285714,1,1,0,0,0,2,1,"C01","Empresa de Testes Kuok Kim (Macau)",113.543873,22.198745,"半島北"
"國檢(澳門)醫務中心","C01","2022/07/22 13:00:00",13,1,1,1,0,1,0,1.4285714285714286,1.4285714285714286,1,1,0,0,0,3,1,"C01","Empresa de Testes Kuok Kim (Macau)",113.543873,22.198745,"半島北"
"國檢(澳門)醫務中心","C01","2022/07/22 12:30:00",12.5,1,1,1,0,1,0,2,2,2,2,0,0,0,3,1,"C01","Empresa de Testes Kuok Kim (Macau)",113.543873,22.198745,"半島北"
"國檢(澳門)醫務中心","C01","2022/07/22 12:00:00",12,1,1,1,0,1,0,1,1,1,1,0,0,0,3,1,"C01","Empresa de Testes Kuok Kim (Macau)",113.543873,22.198745,"半島北"
"國檢(澳門)醫務中心","C01","2022/07/22 11:30:00",11.5,1,1,1,0,1,0,1,1,1,1,NA,NA,NA,4,1,"C01","Empresa de Testes Kuok Kim (Macau)",113.543873,22.198745,"半島北"
"國檢(澳門)醫務中心","C01","2022/07/22 11:00:00",11,1,1,1,0,1,0,1,1,1,1,NA,NA,NA,4,1,"C01","Empresa de Testes Kuok Kim (Macau)",113.543873,22.198745,"半島北"
"國檢(澳門)醫務中心","C01","2022/07/22 10:30:00",10.5,1,1,1,0,1,0,1,1,1,1,NA,NA,NA,4,1,"C01","Empresa de Testes Kuok Kim (Macau)",113.543873,22.198745,"半島北"
"國檢(澳門)醫務中心","C01","2022/07/22 10:00:00",10,1,1,1,0,1,0,1,1,1,1,NA,NA,NA,5,1,"C01","Empresa de Testes Kuok Kim (Macau)",113.543873,22.198745,"半島北"
"國檢(澳門)醫務中心","C01","2022/07/22 09:30:00",9.5,1,1,1,0,1,0,1,1,1,1,NA,NA,NA,5,1,"C01","Empresa de Testes Kuok Kim (Macau)",113.543873,22.198745,"半島北"
"國檢(澳門)醫務中心","C01","2022/07/22 09:00:00",9,1,1,1,0,1,0,1,1,1,1,NA,NA,NA,5,1,"C01","Empresa de Testes Kuok Kim (Macau)",113.543873,22.198745,"半島北"
"海事工房1號及2號","B40","2022/07/22 17:00:00",17,4,4,2,2,2,2,34,9,34,9,NA,NA,NA,1,4,"B40","Navy Yard No.1 and No. 2",113.5313379,22.1846271,"半島南"
